Stname,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Alabama,1.3476565263748737,2.2383212232694083,2.455308365525774,1.7763996863766354,1.3242901970080312,0.6564831540951966,2.37633293374935,2.782034052096798,1.9075046744461772,0.6305252401355377,0.41793370234093025,5.0012148784475565,5.191499894924042,4.968470911673008,13.216365743097391,5.151282875487311,7.811303572951923,8.410049393655951
Alaska,3.1849010212385127,3.1559978160495112,4.670445576076109,4.62667369921069,4.550377226272058,5.997487052924824,4.44245685633983,14.699397324709688,8.727844004334829,10.015810672561686,9.80521245093892,15.234655239751923,13.691146893684136,18.994769654498707,10.86503319946707,12.202612172512396,20.229155877783533,13.51742260599687
Arizona,0.38755288643576524,0.5688846277323292,0.7412548146816635,0.7259048585538088,2.2999063761189045,1.7125994399457312,1.6586110691390366,0.32427098612914645,1.2738119235802012,1.1035519553837096,0.312120870679896,2.31714017941153,1.982726184446306,4.822909543769336,3.1185772159718677,1.756030060893269,1.8717284346648713,3.972264514228935
Arkansas,2.6133171656111354,1.4861209308615675,1.1086773589974896,0.0,0.0,0.0,0.0,0.3510434767345936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6688046120766049,1.998003994009984
California,2.8245282147860697,2.755263728333549,2.7816138080227075,2.4394976915402107,1.3492782036249706,2.651561659568343,2.359721366321979,2.068947767096398,2.0216183672442964,3.1654791565507736,3.4565080057146527,2.444089915623906,1.8440083768558824,2.9257468439028376,1.8899608361279943,2.5158432662505117,3.417571628156883,3.680263854105813
Colorado,0.0,0.0,0.2226970122523442,0.0,0.0,0.0,0.0,0.0,0.6135308084495463,0.20111841953101198,0.5942616902664491,0.0,0.0,0.0,0.0,0.0,0.0,0.7122631413439907
Connecticut,1105.8753253802931,1047.8219896965627,1338.923408434668,402.6592154143573,385.5731567858301,516.1171112497562,508.3213455163669,866.9594332160566,1098.8332230081462,1166.8234690986906,857.192749624559,846.9845371671252,739.2064589451076,813.6492796074456,656.5069435345611,708.2909060297827,488.44907359541554,573.8860845915364
Delaware,212.3674134284875,191.02700895690455,240.64433139949563,259.16775366349515,408.038969527072,764.3613559723126,560.9425697221357,820.1902153027993,873.4276605036464,1103.4730243459344,729.2170365553388,962.1785574154981,730.997346993186,551.0817008395063,447.1389540594212,462.07137568739756,533.071503219499,635.266927042519
District of Columbia,19.22922282473787,29.59074262320193,43.61799015280254,24.62612268734323,28.1812193309074,17.632455001974837,108.64213106796967,201.9484543979499,127.53431362411158,103.00087128605874,69.41173554128758,0.0,0.0,53.81047336304696,60.376173750552816,179.19183003728966,150.02002694534465,120.74326101674451
Florida,3.3650069808316116,2.6288493844151786,4.733551955526182,2.5288041079540595,2.641352859591769,2.634228219892817,1.8715263232929618,1.6332893107421111,4.749746387831365,5.8972872693008025,4.457230091503219,6.023038804291672,6.1056915911691005,7.054072945043762,7.804502744919143,8.207968562887057,10.470198180492838,10.011054110605558
Georgia,0.0,0.0,0.23506579961862925,1.1597170429581227,1.3684177396202093,0.6721994657806779,0.8737618385172349,1.1764720981460082,3.682333311554962,4.1576385278384045,1.0296741801991598,3.2647804261721936,3.1308400265980008,0.8021396272417045,0.3972588740432144,0.785768861571198,0.38817001419634783,0.7682663733169565
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idaho,3.078272781142501,3.787987836013461,2.984246164497617,2.200413677771421,4.310958024201718,1.4003238949168944,4.766220298787542,5.979649260350607,5.865790708587518,10.29310252766432,5.729663038516705,2.525526761744331,3.1339297410559213,11.79003803838588,5.516466960347023,5.449515386706695,10.101430243682149,11.635321111592038
Illinois,2.8148260264604907,2.562368653583372,3.752328439551905,5.654664389297042,6.910370822412763,10.07144939972972,8.69980951371624,11.736103704938284,8.472556526465208,10.627675185113002,10.513394765824644,15.076988621769726,15.833445810303365,26.127536958641503,18.07748366392887,22.30973026059164,18.476802063164936,21.35115088177907
Indiana,3.775526250905716,4.242986017729154,3.411324329711319,4.034445775273625,5.133958617405692,5.2559353844860075,4.105693823567914,8.62123152254554,6.5371623672372365,12.84963986175026,12.01768263333927,14.425928611604125,11.319069266585496,16.746932685095093,16.683013492159667,20.882841809749443,22.914536016826506,21.321058809786425
Iowa,11.607791832689387,12.278320885048656,14.313786834996801,19.714486646664394,16.58972757297364,30.02239198179496,32.521480941071076,41.01077216282144,36.13179020755559,35.60983490884871,27.86184588990244,32.61521160423137,53.63940083814002,79.85572947077313,62.389371423866955,101.87540445817021,74.0791593292643,81.11623574859311
Kansas,6.3110665294071575,0.7401480740236892,2.579660848303044,1.4689658920809519,1.0971436596250768,1.0927771437646683,1.4477379275848727,2.873785152229788,5.697851482652179,6.354352590316532,3.498689565823121,5.925337264968883,6.584964585020731,11.750434593279442,6.894421585606653,7.905132905906234,13.396247607996942,13.742450670614415
Kentucky,3.2106526491218497,5.65370051905887,6.112656254775513,4.129049808484955,3.6178568732406666,1.1953880970903774,1.6590669549651016,1.409551875267815,1.1655343112321608,0.23163837358358927,1.1499011085046686,0.6865792971625051,3.191697210069075,9.080967495357923,9.967192081156501,11.070946920683895,7.43539821852365,4.490472788408473
Louisiana,1.78895476963294,1.7865617061664294,1.111786336012516,1.5483156316619044,0.4393443400806373,0.6555044456311502,0.23241409684463,0.4570821566324564,0.6763480631420516,0.0,0.6601339807927417,0.4371408887598837,1.5214698964139823,0.0,0.43064430416923977,0.6431073575554718,1.4962971988247655,2.5691431350996763
Maine,55.59592567999298,84.00145602523777,168.9866971202815,133.94432355437718,171.2735444032373,187.2933233342458,255.36049270976014,398.63154087292014,682.4455903718051,729.5482065900014,565.668799787893,757.4445657493505,836.7910906980615,1033.7329731455297,1052.781869007184,904.0379861556481,1116.8946273387562,1385.702397564759
Maryland,129.54162974667457,113.12278231436932,135.6520645858228,125.72164863109867,160.62924840474966,220.83624875924897,221.7733444433249,455.6543592820472,390.15191826159,353.2047044632929,279.3401284791839,231.3755921185698,280.44501579053224,202.0695159650111,230.4400767686024,288.6389986364814,310.75698803535636,313.8645993761547
Massachusetts,182.0438716298303,181.94226177990174,281.5867216978853,238.53398136102945,238.9165415551814,364.8124635929343,223.39800851283695,464.5840922861782,708.3047416998726,806.4302068870919,496.9213869756645,374.40559709149153,771.1058329999079,787.9124401395067,784.1917354707191,621.5520525564639,29.006645451772645,59.738496915308005
Michigan,2.310988751513446,2.1018664574141837,2.595921806841452,1.1950819985595278,2.685147108767851,6.168456364687896,5.480226793705631,5.099345244070661,9.249123017256954,10.402368669843058,9.617784194133456,10.524695540291823,9.902060537964802,16.9468461162822,12.788768118386534,14.900469394989596,22.206837093255654,29.168701041563196
Minnesota,94.24990453396767,92.51833709427397,172.74581161142754,93.79504239773372,201.07266270719282,179.11562587531287,177.00983140491385,237.74759693447712,244.32925520743402,292.1682805981895,369.05628729751567,397.3310725619324,281.7792078563391,432.2372916232967,259.74397608594444,329.22918601230134,384.9072194364024,416.2958825679242
Mississippi,1.0532402409392376,2.8040717926501073,4.197740146592082,7.321379264180465,0.0,0.0,1.0327100583894266,0.3414892345518808,0.33923534995179466,0.0,0.0,1.6787142391899197,0.3351468127370535,0.0,0.6687569780610929,1.3383776788047486,0.33463864714964836,0.33448586011199255
Missouri,8.38195311991454,6.558955615724618,7.224892397562921,12.260476270461202,4.349534886836412,2.590539350292731,0.8557681511847939,1.6984814896090301,1.0128435312046964,0.5032638337162613,0.6671140778415391,1.3311943259173054,0.3320008479301656,0.49663463814703623,1.6511750669923002,0.8234864935862753,1.6427906215711878,1.9644397123274484
Montana,0.0,0.0,0.0,0.0,0.0,0.0,1.0496571819643703,4.1463409577632975,17.410629701510118,3.048836259199863,4.037459549702136,11.030654187988421,5.977560238863307,17.759115359266904,6.850045650661372,4.85199946045766,16.332600928268178,11.395037461185654
Nebraska,2.917459243094374,2.325803157975528,3.4716355800987335,1.1503224066125133,1.1432687195961975,1.135397903033613,6.205248173259555,3.924998878571749,6.680108529496576,2.7583421922090072,4.372693404229269,5.97651338901995,8.093570305877606,5.3607402967920255,3.724351191419946,5.81546882988009,7.34551849916366,7.300887840110557
Nevada,1.981432982239921,1.9062151668962863,0.9200516516997265,1.3340151633056896,0.4262171269385421,1.2334801037603464,1.5856291261042916,5.766853051357287,4.522107452809924,4.842317384105652,0.7400653625728224,1.8431148050408452,3.6435633174789746,5.761671345623939,2.1284052710666006,2.4401585963650003,5.137387439841192,5.719274459570617
New Hampshire,67.74838250736764,102.74651796829514,205.659335160891,148.4560570071259,175.17736708417274,204.08288999855216,471.5722923381349,682.6458622213418,1216.6522532764498,1075.1446316470913,1016.8768136138466,984.2288502555283,1095.1975963056343,1271.8560201687565,543.0449369685341,395.87096851441373,663.7499413352325,1023.1395492703555
New Jersey,291.6748362902329,237.85214333629548,274.6519409263312,335.6429568109943,312.4652197141233,388.6974232701115,280.776971762634,361.1479064311177,400.0647450548669,567.9792206178399,421.8362057287902,482.79392459012644,404.2741363021104,425.13503060723866,370.5967668082438,547.297001004073,490.1675764627614,572.8722918930583
New Mexico,0.0,0.545943909722715,0.5389937740829155,0.532602177064659,0.5252630517363095,1.5525748418702523,1.5289452265565555,2.512474435572618,3.978789075438835,2.454828697143856,2.4217906914115552,2.884067689068662,0.4790306718548882,2.8669834364810267,0.0,0.0,0.47783125771398843,1.433078802614891
New York,227.82076205492328,213.96188554343962,289.21819644891264,281.5507496138781,266.01894357409594,290.8646546393827,233.45125064179464,217.69428561647075,405.67474108957344,292.6907692758703,176.54566372922173,230.2739583129258,153.15806254335666,235.12277815979922,190.0659990954568,219.41456795750824,197.64185066696996,263.1348037813212
North Carolina,5.815669988692853,4.993835657984133,16.454082720318667,18.521814363690783,14.263747446555376,5.628685712224598,3.476400288429082,5.812654631693203,5.0486339202244945,10.159196729246613,8.564601062449206,9.112792973705242,12.513946126231046,18.285994787069242,17.11304190963831,22.92416914089882,26.78040725713592,28.722202749542394
North Dakota,3.1151531954462692,0.0,1.5669854959822493,0.0,0.0,4.643323133500183,10.778815623739264,18.381733458737607,15.2075295520318,22.55747644999459,48.90990203198411,39.40823427757409,21.39446254257498,40.1662606180895,18.986088621637087,43.76530127768155,42.42045832653943,74.15489899043402
Ohio,5.368044103850357,3.86391841371396,7.188008228340932,5.771860396537303,4.365953907227496,5.059616236831912,3.7452488687388694,2.869448443315524,3.9078134646057614,5.030837297864427,3.8130473293633154,4.591343169722985,5.8016850691210164,8.033463435129695,10.25599214959821,13.255464651376977,13.751607971222697,23.147892140081783
Oklahoma,0.28948880619158657,0.0,0.0,0.0,0.8510075787898275,0.0,0.0,0.27515244133130856,0.5451112244942458,0.537985545404366,0.0,0.5280080552908915,1.0475043209553239,0.7785726427740024,0.0,0.0,0.0,0.2542821107449449
Oregon,3.790410145703366,4.325338090051808,3.415471631092632,4.510376120264668,3.081696042233804,0.830288480965083,1.906898149573277,1.611855952731787,10.082924090440645,9.977419524234627,10.162781704491325,9.81473905191687,12.310476369271203,10.961256292525851,11.351865969275291,7.717359428298013,14.90930741623169,20.25759949375294
Pennsylvania,190.7332304746929,228.14918647659115,323.49282067330785,463.04309985779,321.09332559378896,344.33762597399675,259.1359199872686,317.89398498257356,302.7207203135673,451.73001860445584,299.3433013734862,420.72777116363875,394.22481404345814,450.66688602565574,585.4203512819236,707.6623296278304,895.1356033048128,930.381870156688
Rhode Island,642.6931030936865,482.4328235941813,799.2532797996238,686.9888420317695,231.7186544684011,36.51972627060555,289.71983715487596,167.40517253609377,199.05156667800946,223.03506111160675,171.73685738629786,150.92032925310573,205.765023928481,686.1765748415822,856.0468250037642,855.9203842552309,854.253719976955,1071.4765742281488
South Carolina,6.212379383548079,1.4760165756661445,6.329429779236793,4.3370390119068585,5.224510267468803,3.512757163097315,4.58942225369546,6.975524908249346,6.403185165100609,9.150581977013738,6.255856776257772,7.92050043862447,9.327741211147838,8.815837778509632,7.6703125527981815,8.585001634216383,10.285918275354033,4.18225136167134
South Dakota,0.0,0.0,2.631509697113234,1.3093649710826747,1.298033738492931,2.579004581601639,1.2770853846517325,0.0,3.754110751272644,1.2390545022903923,1.2252424448487744,4.857410708647648,4.799063222858899,4.749070962992865,2.355468455566443,5.855260307307482,12.747858939146358,13.741202767478237
Tennessee,4.90907774383696,5.390564668604603,4.830986221682226,3.420082588154339,3.3836315807193227,1.335323633208631,2.463553370255976,5.0196519373346655,4.962055481862807,5.867410167968095,5.664562543929863,5.783590546799408,4.650239231557268,3.8500441677066917,2.59906011870672,3.9448880926284,3.7622210106198466,7.005730090982075
Texas,3.6763829967954833,3.517886011299825,6.408387149570142,3.8582118930879497,4.376167694388811,3.029222381492979,1.2414606769471026,3.6505564811790943,6.2939551004052445,11.128242063134145,5.625393406143619,2.8854146849749087,2.8747064924671193,3.0955703746968983,1.4827367554353978,1.964578361100708,2.541387752343696,2.047826131935012
Utah,1.3365993881939067,0.4378830107960056,2.1507087660738597,0.8474084343408878,0.4163925415767953,0.8137626799483586,1.9798004915448661,2.6946437411509825,1.8775612282104326,3.3046671814603767,1.0809509774319055,3.198048763847551,1.7522543628505252,5.176113822052799,4.425684083095282,2.347026669264043,6.244632491874582,8.056412936923442
Vermont,65.61486045359553,29.401051577611426,60.119393866521946,69.59527917417918,80.65556846044652,86.92642643851163,168.56854799868998,221.33793972871666,647.2792641524246,652.9911958221368,568.7991308238,993.6536949403409,833.7819037381222,1426.0346336384484,958.0658266396681,1135.6420456272183,1220.2474488650575,1748.528881950282
Virginia,20.96873589623825,21.671596954973925,35.54336681866145,26.469473163822826,28.894098447276633,36.16156830346155,46.52238645507885,123.72597084247194,119.1039096720034,114.56058759992668,155.16570949988036,126.28898400820988,135.61013381543754,158.36563754043505,161.93307183428064,184.02691791263493,160.5051322407729,195.74240771666894
Washington,1.5227107228612342,1.5035780144817952,1.8174761567781368,1.1467673856079055,2.265868972889687,2.077571734157117,1.2557385288677807,1.8571289065673804,3.5049055725103244,2.3997266711321577,2.3728655703434516,2.785247861406066,2.1761598496766807,2.5851275315220397,2.126923749358201,3.3502974715165386,4.249672363969359,4.982875070433613
West Virginia,19.368894993472683,8.881581321146324,14.401129048517404,17.105382953658207,20.920064433798455,33.50742546520391,15.318024062427515,45.80022812875534,73.35720612288146,108.77947802086294,78.20025088797733,63.57505142575134,52.24142648177151,77.1358124315959,73.53469945665427,156.89502040178155,200.99086310829094,356.6223897222308
Wisconsin,117.41721574566724,110.41579778188164,200.17769902897285,135.0561386391415,207.47091145380887,263.0646107599376,262.8344707587687,323.3064950920327,360.57462192846793,456.6730355121935,612.953672265551,639.6418426382903,308.74908542261994,326.3056759059515,236.61442141428316,328.7392001188599,397.54316591251836,517.9512404155281
Wyoming,6.06918875177018,2.0216028480340924,3.999864004623843,3.972565462913122,7.856909955883451,5.834793652522478,1.9132640859285166,5.608776613645031,5.4940728111156085,5.358568619150452,0.0,3.52594389518074,6.941190761275096,5.153550022933298,5.149790231877888,1.707452003524181,1.7114788889079053,6.909250449964936
